naziv,lokacija,placa_bruto,placa_neto,placa_po_dogovoru,prosta_mesta,trajanje,id,delovnik
BLAGAJNIK, LJUBLJANA,8.72  ,7.50  ,False,1,POČITNIŠKO DELO,430427,PO DOGOVORU
PRODAJA, LJUBLJANA CENTER,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430421,IZMENSKO
STREŽBA, RIBNICA,8.13  ,7.00  ,False,2,PO DOGOVORU,430418,IZMENSKO
DELO NA RECEPCIJI, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430417,IZMENSKO
STREŽBA, LJUBLJANA,8.72  ,7.50  ,False,1,POČITNIŠKO DELO,430414,DOPOLDAN
POMOČ V STREŽBI, LJUBLJANA,8.72  ,7.50  ,False,2,POČITNIŠKO DELO,430413,DOPOLDAN
FIZIČNA DELA, SEŽANA,9.88  ,8.50  ,False,4,14 DNI,430408,DOPOLDAN
STREŽBA, IZOLA ,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430407,PO DOGOVORU
PRODAJA, LJUBLJANA ŠIŠKA ,7.90  ,6.80  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430406,PO DOGOVORU
DELO V PROIZVODNJI, VIDEM PRI PTUJU,/,/,True,2,PO DOGOVORU,430402,IZMENSKO
ZDRAVSTVENA NEGA, DRAVOGRAD,8.25  ,7.10  ,False,6,PO DOGOVORU,430396,IZMENSKO
PRODAJA, LJUBLJANA CENTER,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430392,PO DOGOVORU
DIGITALNI MARKETING, LJUBLJANA,13.95  ,12.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430391,DOPOLDAN
PRODAJA, CELJE,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430390,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA BEŽIGRAD,8.00  ,6.88  ,False,2,PO DOGOVORU,430387,IZMENSKO
STREŽBA, LJUBLJANA CENTER,8.37  ,7.20  ,False,2,PO DOGOVORU,430386,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, KAMNIK,8.50  ,7.31  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430376,POPOLDAN
KLICNI CENTER, LJUBLJANA,9.30  ,8.00  ,False,1,PO DOGOVORU,430370,POPOLDAN
SPREMLJEVALEC/ SPREMLJEVALKA, KRANJ,8.25  ,7.10  ,False,2,PO DOGOVORU,430368,PO DOGOVORU
SPREMLJEVALEC/ SPREMLJEVALKA, DOMŽALE,8.25  ,7.10  ,False,2,PO DOGOVORU,430364,PO DOGOVORU
POMOČ PRI PRODAJI, ROGAŠKA SLATINA,8.05  ,6.93  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430363,PO DOGOVORU
PAKIRANJE, TRZIN ,8.28  ,7.12  ,False,2,POLETJE 2024,430359,DOPOLDAN
STREŽBA, LJUBLJANA ČRNUČE,10.46  ,9.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430356,IZMENSKO
POMOČ V KUHINJI, IZOLA,7.21  ,6.20  ,False,2,MED POČITNICAMI,430354,IZMENSKO
DELO S STRANKAMI, LJUBLJANA ROŽNA DOLINA,8.40  ,7.23  ,False,1,POČITNIŠKO DELO,430353,DOPOLDAN
STREŽBA, LJUBLJANA,10.46  ,9.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430352,IZMENSKO
BLAGAJNIK, KRANJ,9.50  ,8.17  ,False,5,PO DOGOVORU,430351,IZMENSKO
STREŽBA, MARIBOR,8.13  ,7.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430349,PO DOGOVORU
POMOČ V TRGOVINI, NOVA CERKEV,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430347,PO DOGOVORU
DELO V PROIZVODNJI, ŠKOFJA LOKA ,7.21  ,6.20  ,False,1,POČITNIŠKO DELO,430346,IZMENSKO
POMOČ V KUHINJI, KOPER,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430343,IZMENSKO
STREŽBA, MURSKA SOBOTA,9.30  ,8.00  ,False,1,PO DOGOVORU,430341,DOPOLDAN
PRODAJA, CELJE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430340,IZMENSKO
ADMINISTRATIVNA DELA, DOMŽALE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430336,PO DOGOVORU
OBDELAVA PODATKOV, LJUBLJANA,10.00  ,8.61  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430335,DOPOLDAN
DELO NA TERENU, ZAGORJE OB SAVI,10.00  ,8.61  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430331,PO DOGOVORU
KLICNI CENTER, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430327,DOPOLDAN
STREŽBA HRANE IN PIJAČE, SEVNICA,8.13  ,7.00  ,False,4,POČITNIŠKO DELO,430325,IZMENSKO
STREŽBA, LAŠKO,7.80  ,6.71  ,False,6,PO DOGOVORU,430322,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA - BTC,9.50  ,8.17  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430320,IZMENSKO
STREŽBA HRANE IN PIJAČE, MARIBOR TABOR,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430319,PO DOGOVORU
ČIŠČENJE, LJUBLJANA - ŠIŠKA,9.88  ,8.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430317,DOPOLDAN
DELO NA RECEPCIJI, KRANJSKA GORA,9.47  ,8.15  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430314,MED VIKENDI
POMOČ V KUHINJI, LJUBLJANA ,8.13  ,7.00  ,False,2,PO DOGOVORU,430310,POPOLDAN
STREŽBA HRANE IN PIJAČE, LJUBLJANA,8.72  ,7.50  ,False,1,PO DOGOVORU,430309,POPOLDAN
ADMINISTRATIVNA DELA, MARIBOR,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430307,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430306,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA ČRNUČE,7.71  ,6.63  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430297,DOPOLDAN
HOSTES/A, KOPER,8.60  ,7.40  ,False,4,POČITNIŠKO DELO,430299,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA-POLJE,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430296,IZMENSKO
DELO V ORDINACIJI, MULJAVA PRI IVANČNI GORICI,8.99  ,7.74  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430295,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA ŠIŠKA,7.90  ,6.80  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430294,IZMENSKO
STREŽBA, KRANJ,11.04  ,9.50  ,False,1,POČITNIŠKO DELO OZ. PO DOGOVORU,430292,IZMENSKO
DELO S STRANKAMI, ZAGORJE OB SAVI,11.62  ,10.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),430289,PO DOGOVORU
DELO S STRANKAMI, POSTOJNA,11.62  ,10.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),430286,PO DOGOVORU
POUČEVANJE, CELJE,14.40  ,12.39  ,False,1,PO DOGOVORU,430285,PO DOGOVORU
DELO S STRANKAMI, KRŠKO,11.62  ,10.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),430284,PO DOGOVORU
DELO S STRANKAMI, MURSKA SOBOTA,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430283,PO DOGOVORU
DELO S STRANKAMI, KOPER,11.62  ,10.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),430282,PO DOGOVORU
ADMINISTRATIVNA DELA," LJUBLJANA ŠKOFLJICA, ONLINE",9.30  ,8.00  ,False,1,PO DOGOVORU,430281,PO DOGOVORU
DELO S STRANKAMI, SLOVENJ GRADEC,11.62  ,10.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),430280,DOPOLDAN
DELO S STRANKAMI, NOVO MESTO,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430279,PO DOGOVORU
DELO S STRANKAMI, NOVA GORICA,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430278,DOPOLDAN
DELO S STRANKAMI, JESENICE,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430276,PO DOGOVORU
DELO S STRANKAMI, KRANJ,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430275,PO DOGOVORU
DELO S STRANKAMI, CELJE,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430274,PO DOGOVORU
DELO S STRANKAMI, MARIBOR,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430272,PO DOGOVORU
DELO S STRANKAMI, LJUBLJANA,11.62  ,10.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),430271,PO DOGOVORU
KLICNI CENTER, LJUBLJANA,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430268,IZMENSKO
POMOČ PRI PRODAJI, KRANJ,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430265,IZMENSKO
POMOČ V STREŽBI, TRBOVLJE,8.13  ,7.00  ,False,2,POČITNIŠKO DELO,430261,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA,11.00  ,9.47  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430256,DOPOLDAN
STREŽBA HRANE IN PIJAČE, LJUBLJANA,9.30  ,8.00  ,False,5,POČITNIŠKO DELO,430255,IZMENSKO
DELO V DELAVNICI, PTUJ,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430254,DOPOLDAN
DELO NA RECEPCIJI, BOVEC,8.28  ,7.12  ,False,1,PO DOGOVORU,430252,IZMENSKO
PROJEKTIRANJE, LJUBLJANA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430251,DOPOLDAN
DELO V PROIZVODNJI, MARIBOR,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430250,DOPOLDAN
RAZVOZ, LJUBLJANA,8.99  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430244,PO DOGOVORU
RAZVOZ, MARIBOR,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430239,PO DOGOVORU
ADMINISTRATIVNA DELA, ŠKOFJA LOKA,8.50  ,7.31  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430236,DOPOLDAN
STREŽBA HRANE IN PIJAČE, LJUBLJANA CENTER,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430233,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430229,DOPOLDAN
DIGITALNI MARKETING, LJUBLJANA,11.62  ,10.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),430226,DOPOLDAN
DELO V LOGISTIKI, BRNIK - AERODROM,9.00  ,7.74  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430225,DOPOLDAN
PRODAJA, LJUBLJANA RUDNIK,8.72  ,7.50  ,False,1,PO DOGOVORU,430224,IZMENSKO
DELO V TURIZMU, SEŽANA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430210,PO DOGOVORU
PRODAJA, PORTOROŽ,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430209,IZMENSKO
REŠEVALEC/KA IZ VODE, PODČETRTEK,/,/,True,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430206,IZMENSKO
UREJANJE OKOLICE, PORTOROŽ,7.21  ,6.20  ,False,1,DO JULIJA 2024,430205,PO DOGOVORU
PRODAJA, KAMNIK,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430204,IZMENSKO
KNJIGOVODSKA DELA, LJUBLJANA ČRNUČE,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430203,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,8.50  ,7.31  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430195,DOPOLDAN
STREŽBA HRANE IN PIJAČE, DUPLEK,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430194,PO DOGOVORU
PISMONOŠA, KOBARID,8.00  ,6.88  ,False,1,MED POČITNICAMI,430193,DOPOLDAN
PISMONOŠA, ŠEMPAS,8.00  ,6.88  ,False,1,POČITNIŠKO DELO,430191,DOPOLDAN
PISMONOŠA, KOMEN,8.00  ,6.88  ,False,1,MED POČITNICAMI,430189,DOPOLDAN
PISMONOŠA, ŠTANJEL,8.00  ,6.88  ,False,1,MED POČITNICAMI,430188,DOPOLDAN
POMOČ V STREŽBI, MARIBOR,/,/,True,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430187,MED VIKENDI
PISMONOŠA, ILIRSKA BISTRICA,8.00  ,6.88  ,False,1,MED POČITNICAMI,430186,DOPOLDAN
PRODAJA, DOMŽALE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430181,POPOLDAN
STREŽBA, BOŠTANJ,9.30  ,8.00  ,False,2,POČITNIŠKO DELO,430177,IZMENSKO
STREŽBA, LJUBLJANA,10.46  ,9.00  ,False,2,POČITNIŠKO DELO,430176,IZMENSKO
ELEKTROTEHNIČNA DELA, LJUBLJANA,13.00  ,11.19  ,False,3,3 - 4 TEDNE,430173,DOPOLDAN
POMOČ V STREŽBI, SEVNICA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430172,IZMENSKO
PROJEKTIRANJE, LJUBLJANA,10.46  ,9.00  ,False,1,PO DOGOVORU,430171,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA,7.50  ,6.45  ,False,1,PO DOGOVORU,430167,PO DOGOVORU
STREŽBA, MARIBOR,9.30  ,8.00  ,False,1,PO DOGOVORU,430166,PO DOGOVORU
DELO NA BENCINSKEM SERVISU, MUTA,8.32  ,7.16  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430164,PO DOGOVORU
STREŽBA, PTUJ,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430163,IZMENSKO
DELO S STRANKAMI, LJUBLJANA,8.13  ,7.00  ,False,5,DO 23. 8. 2024,430162,PO DOGOVORU
KOZMETIČNE STORITVE, LJUBLJANA,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430161,IZMENSKO
ELEKTROTEHNIČNA DELA, KAMNIK,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430160,DOPOLDAN
ČIŠČENJE, KOPER,/,/,True,2,POČITNIŠKO DELO,430154,POPOLDAN
PRODAJA, LJUBLJANA ŠIŠKA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430153,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA,9.30  ,8.00  ,False,1,PO DOGOVORU,430148,IZMENSKO
POMOČ PRI PRODAJI, NOVA GORICA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430145,IZMENSKO
STREŽBA, KRANJ,9.50  ,8.17  ,False,1,PO DOGOVORU,430139,PO DOGOVORU
DELO V SKLADIŠČU, PERNICA,9.00  ,7.74  ,False,1,PO DOGOVORU,430138,DOPOLDAN
ZDRAVSTVENA NEGA, KOPER,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430132,PO DOGOVORU
POMOČ V TRGOVINI, SLIVNICA,7.21  ,6.20  ,False,1,PO DOGOVORU,430131,PO DOGOVORU
PRODAJA, PIRAN,9.30  ,8.00  ,False,1,PO DOGOVORU,430130,PO DOGOVORU
POMOČ V STREŽBI, KRANJ,9.30  ,8.00  ,False,3,PO DOGOVORU,430129,PO DOGOVORU
TRŽENJE, LJUBLJANA,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430128,DOPOLDAN
STREŽBA HRANE IN PIJAČE, JEZERO,11.62  ,10.00  ,False,4,PO DOGOVORU,430127,MED VIKENDI
STREŽBA HRANE IN PIJAČE, PREDDVOR,9.30  ,8.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),430114,PO DOGOVORU
MONTAŽA, SLOVENJ GRADEC,7.21  ,6.20  ,False,3,DO 31. 8. 2024,430113,DOPOLDAN
VZDRŽEVANJE, ČRNA NA KOROŠEKM,7.21  ,6.20  ,False,3,DO 31. 8. 2024,430109,DOPOLDAN
LAŽJA FIZIČNA DELA, SLOVENJ GRADEC,7.50  ,6.45  ,False,3,DO 31. 8. 2024,430104,MED VIKENDI
DELO V PROIZVODNJI, SLOVENJ GRADEC,7.21  ,6.20  ,False,3,DO 31. 8. 2024,430101,IZMENSKO
STREŽBA, PREVALJE,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430080,IZMENSKO
STREŽBA HRANE IN PIJAČE, RIBNICA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430078,MED VIKENDI
POMOČ V STREŽBI, LJUBLJANA,8.13  ,7.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430077,PO DOGOVORU
DELO V KUHINJI, BREZOVICA,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430075,PO DOGOVORU
LAŽJA FIZIČNA DELA, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430073,DOPOLDAN
PRODAJA, CELJE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430072,IZMENSKO
MARKETING, LJUBLJANA BTC,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430070,DOPOLDAN
DELO V ZDRAVSTVU, LJUBLJANA,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430067,DOPOLDAN
DELO V ZDRAVSTVU, LJUBLJANA,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430066,PO DOGOVORU
STREŽBA, STARA FUŽINA,8.50  ,7.31  ,False,2,PO DOGOVORU (PREDVSEM POLETJE),430061,PO DOGOVORU
STREŽBA, KOPER,8.60  ,7.40  ,False,4,POČITNIŠKO DELO,430060,PO DOGOVORU
DELO V KUHINJI, KOPER,8.60  ,7.40  ,False,5,POČITNIŠKO DELO,430059,PO DOGOVORU
SOBAR/ICA, VRHNIKA,9.30  ,8.00  ,False,1,PO DOGOVORU,430058,DOPOLDAN
PRODAJA, PORTOROŽ ,8.13  ,7.00  ,False,2,PO DOGOVORU,430057,IZMENSKO
STREŽBA, PIRAN,9.30  ,8.00  ,False,3,DO NOVEMBRA 2024,430053,PO DOGOVORU
STREŽBA, IVANČNA GORICA,9.30  ,8.00  ,False,1,POČITNIŠKO DELO,430048,IZMENSKO
STROKOVNO DELO, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430044,DOPOLDAN
NAKLADANJE/ RAZKLADANJE, LESKOVEC PRI KRŠKEM,,14  BRUTO KONTEJNER,False,1,PO POTREBI,430039,POPOLDAN
POMOČ V KUHINJI, IZOLA - ISOLA D'ISTRIA,8.13  ,7.00  ,False,2,PO DOGOVORU,430035,POPOLDAN
PROGRAMIRANJE, OD DOMA,/,/,True,5,PO DOGOVORU,430033,DOPOLDAN
POMOČ V TRGOVINI, POLHOV GRADEC,8.00  ,6.88  ,False,1,PO DOGOVORU,430032,IZMENSKO
POMOČ V TRGOVINI, DOBROVA,8.00  ,6.88  ,False,1,PO DOGOVORU,430031,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),430026,IZMENSKO
ZDRAVSTVENA NEGA, LJUBLJANA VIČ-RUDNIK ,9.30  ,8.00  ,False,2,POČITNIŠKO DELO,430022,IZMENSKO
DELO V DELAVNICI," LJUBLJANA, RAZLIČNE LOKACIJE",10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430021,DOPOLDAN
POMOČ V STREŽBI, KRANJ,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430020,PO DOGOVORU
DELO V LABORATORIJU, LJUBLJANA-ČRNUČE,7.99  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),430019,DOPOLDAN
REDITELJ, LJUBLJANA,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430017,POPOLDAN
SNEMANJE, LJUBLJANA - VIČ,/,/,True,1,PO DOGOVORU,430016,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA ZALOG,8.72  ,7.50  ,False,1,PO DOGOVORU,430008,POPOLDAN
MONTAŽA, KRANJ IN OKOLICA ,/,/,True,1,POČITNIŠKO DELO,430005,DOPOLDAN
DELO NA BENCINSKEM SERVISU, HAJDINA,7.50  ,6.45  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430004,IZMENSKO
STREŽBA, VRHNIKA ,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430003,MED VIKENDI
STREŽBA, NAZARJE,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),430002,IZMENSKO
PROJEKTIRANJE, AJDOVŠČINA,/,/,True,2,PO DOGOVORU,429998,DOPOLDAN
STREŽBA, KOZINA,8.76  ,7.54  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429997,IZMENSKO
STREŽBA, MARKOVCI PRI PTUJU,11.62  ,10.00  ,False,1,ČAS POLETNIH POČITNIC,429994,MED VIKENDI
NAKLADANJE/ RAZKLADANJE, PO SLOVENIJI,9.30  ,8.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),429990,DOPOLDAN
POMOČ PRI PRODAJI, MARIBOR,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429979,IZMENSKO
PROMOCIJA, PO CELOTNI SLOVENIJI ,10.46  ,9.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429983,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA,10.46  ,9.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),429980,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA CENTER,9.88  ,8.50  ,False,3,PO DOGOVORU,429978,PO DOGOVORU
POMOČ V TRGOVINI, VRHNIKA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429976,IZMENSKO
SLIKOPLESKARSKA DELA, LJUBLJANA,9.50  ,8.17  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429974,DOPOLDAN
BLAGAJNIK, VRHNIKA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429972,IZMENSKO
POMOČ V TRGOVINI, VRHNIKA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429971,IZMENSKO
POMOČ PRI PRODAJI, LJUBJANA,7.90  ,6.80  ,False,1,PO DOGOVORU,429970,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429969,IZMENSKO
POMOČ V KUHINJI, ANKARAN,8.13  ,7.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),429967,IZMENSKO
STREŽBA HRANE IN PIJAČE, ANKARAN,8.13  ,7.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),429964,IZMENSKO
ZDRAVSTVENA NEGA, LJUBLJANA,8.26  ,7.11  ,False,2,PO DOGOVORU,429963,PO DOGOVORU
DELO V SKLADIŠČU, TRŽIČ,7.96  ,6.85  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429956,DOPOLDAN
STREŽBA HRANE IN PIJAČE, PIVKA,7.50  ,6.45  ,False,3,POČITNIŠKO DELO,429951,IZMENSKO
MODEL , LJUBLJANA,11.62  ,10.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),429943,PO DOGOVORU
POMOČ V KUHINJI, IZOLA,9.30  ,8.00  ,False,3,PO DOGOVORU,429941,IZMENSKO
SOBAR/ICA, HAJDOŠE,8.72  ,7.50  ,False,2,POČITNIŠKO DELO,429939,DOPOLDAN
POMOČ V STREŽBI, RIMSKE TOPLICE,8.13  ,7.00  ,False,5,PO DOGOVORU,429936,PO DOGOVORU
POMOČ V TRGOVINI, POSTOJNA,8.05  ,6.93  ,False,1,PO DOGOVORU,429934,PO DOGOVORU
FIZIČNA DELA, LJUBLJANA,7.21  ,6.20  ,False,4,1 MESEC,429927,DOPOLDAN
STREŽBA, LJUBLJANA,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429921,IZMENSKO
DELO V KUHINJI, DUTOVLJE,9.30  ,8.00  ,False,2,POČITNIŠKO DELO,429919,IZMENSKO
DELO V PROIZVODNJI, PREBOLD,7.21  ,6.20  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),429911,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA RUDNIK,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429908,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429907,DOPOLDAN
PRODAJA, LJUBLJANA,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429904,IZMENSKO
DELO V PROIZVODNJI, ŠKOFLJICA,8.72  ,7.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429901,DOPOLDAN
PISMONOŠA, ŠKOFJA LOKA,10.00  ,8.61  ,False,2,PO DOGOVORU,429899,DOPOLDAN
POMOČ V TRGOVINI, LAŠKO,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429898,IZMENSKO
ZDRAVSTVENI TEHNIK, GROSUPLJE,9.00  ,7.74  ,False,5,PO DOGOVORU,429895,IZMENSKO
DELO NA RECEPCIJI, PORTOROŽ - PORTOROSE,8.13  ,7.00  ,False,1,PO DOGOVORU,429894,IZMENSKO
TEHNIČNA POMOČ, ŠENČUR,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),429892,DOPOLDAN
KOZMETIČNE STORITVE, BLED,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),429891,PO DOGOVORU
